"","taxonomy"
"OTU7175","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU7176","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Articulospora"
"OTU2417","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_sp_SH012886.07FU"
"OTU6883","k__Fungi"
"OTU6882","k__Fungi; p__Ascomycota"
"OTU6881","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium; s__Schizothecium_formosanum_SH201188.07FU"
"OTU6880","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae"
"OTU6887","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU6886","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Leptosphaeria; s__Leptosphaeria_avenaria_SH183010.07FU"
"OTU6885","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH483460.07FU"
"OTU6884","k__Fungi; p__Ascomycota"
"OTU6889","k__Fungi"
"OTU6888","k__Fungi; p__Ascomycota"
"OTU1680","k__Fungi"
"OTU1681","k__Fungi"
"OTU1682","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Endogonales"
"OTU1683","k__Fungi"
"OTU1684","k__Fungi"
"OTU1685","k__Fungi"
"OTU1686","k__Fungi"
"OTU1687","k__Fungi"
"OTU1688","k__Fungi"
"OTU720","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH465267.07FU"
"OTU723","k__Fungi"
"OTU722","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH465267.07FU"
"OTU725","k__Fungi"
"OTU724","k__Fungi"
"OTU727","k__Fungi"
"OTU726","k__Fungi"
"OTU7219","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Blumeria; s__Blumeria_graminis_SH205388.07FU"
"OTU7218","k__Fungi"
"OTU7215","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU7214","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Cercophora; s__Cercophora_sp_SH028047.07FU"
"OTU7217","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU7216","k__Fungi"
"OTU7211","k__Fungi; p__Ascomycota"
"OTU7210","k__Fungi"
"OTU7213","k__Fungi; p__Ascomycota"
"OTU7212","k__Fungi"
"OTU323","k__Fungi"
"OTU6227","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6226","k__Fungi"
"OTU6225","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Ramalinaceae; g__Bacidia; s__Bacidia_chloroticula_SH026961.07FU"
"OTU6224","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Thelidium"
"OTU6223","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Didymosphaeria; s__Didymosphaeria_sp_SH197544.07FU"
"OTU6222","k__Fungi"
"OTU6221","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU6220","k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Remersonia"
"OTU6229","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__unidentified; s__Leptosphaeriaceae_sp_SH217285.07FU"
"OTU6228","k__Fungi; p__Ascomycota"
"OTU237","k__Fungi"
"OTU236","k__Fungi"
"OTU235","k__Fungi"
"OTU234","k__Fungi"
"OTU233","k__Fungi"
"OTU232","k__Fungi"
"OTU231","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp_SH465267.07FU"
"OTU230","k__Fungi"
"OTU239","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH032782.07FU"
"OTU238","k__Fungi"
"OTU4358","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__unidentified; s__Tricholomataceae_sp_SH180317.07FU"
"OTU7645","k__Fungi"
"OTU6168","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Drechslera; s__Drechslera_sp_SH214143.07FU"
"OTU6169","k__Fungi; p__Ascomycota; c__Geoglossomycetes; o__Geoglossales; f__Geoglossaceae; g__unidentified; s__Geoglossaceae_sp_SH017961.07FU"
"OTU6164","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6165","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6166","k__Fungi"
"OTU6167","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Lecanicillium; s__Lecanicillium_sp_SH212462.07FU"
"OTU6160","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6161","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH026358.07FU"
"OTU6162","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Plectosphaerellaceae; g__Verticillium; s__Verticillium_sp_SH203466.07FU"
"OTU6163","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__unidentified; s__Nectriaceae_sp_SH175278.07FU"
"OTU206","k__Fungi"
"OTU204","k__Fungi"
"OTU4250","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae"
"OTU5147","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_SH017657.07FU"
"OTU5146","k__Fungi"
"OTU5145","k__Fungi"
"OTU5144","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_subtorvus_SH188493.07FU"
"OTU4351","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_anomalus_SH222459.07FU"
"OTU5142","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Tremella; s__Tremella_sp_SH025367.07FU"
"OTU5141","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_laurentii_SH205047.07FU"
"OTU5140","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU203","k__Fungi"
"OTU5149","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae"
"OTU5148","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH217636.07FU"
"OTU1305","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Olpidiales; f__unidentified; g__unidentified; s__Olpidiales_sp_SH216705.07FU"
"OTU1304","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Marasmius"
"OTU1307","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU1306","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU"
"OTU1301","k__Fungi"
"OTU1300","k__Fungi"
"OTU1303","k__Fungi"
"OTU1302","k__Fungi"
"OTU1309","k__Fungi"
"OTU6089","k__Fungi; p__Ascomycota"
"OTU2097","k__Fungi"
"OTU2090","k__Fungi"
"OTU7571","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Leohumicola; s__Leohumicola_minima_SH110236.07FU"
"OTU2649","k__Fungi"
"OTU2648","k__Fungi; p__Basidiomycota"
"OTU2645","k__Fungi; p__Basidiomycota; c__Exobasidiomycetes"
"OTU2644","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Endogonales"
"OTU2647","k__Fungi"
"OTU2646","k__Fungi"
"OTU2641","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae"
"OTU2640","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Incertae_sedis; g__Minimedusa; s__Minimedusa_polyspora_SH201128.07FU"
"OTU2643","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus"
"OTU2642","k__Fungi"
"OTU4254","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella"
"OTU2098","k__Fungi"
"OTU4352","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella; s__Psathyrella_sp_SH220407.07FU"
"OTU7579","k__Fungi; p__Ascomycota"
"OTU5268","k__Fungi"
"OTU4255","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5269","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_aureoviride_SH177692.07FU"
"OTU4747","k__Fungi"
"OTU5265","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__Podospora_pleiospora_SH220575.07FU"
"OTU4256","k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Kondoaceae; g__Kondoa; s__Kondoa_sp_SH476649.07FU"
"OTU2950","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified"
"OTU3664","k__Fungi"
"OTU3665","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified"
"OTU3666","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"OTU3667","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus"
"OTU3660","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified"
"OTU3661","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH184486.07FU"
"OTU3662","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae"
"OTU3663","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU3668","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__unidentified; s__Psathyrellaceae_sp_SH196203.07FU"
"OTU3669","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium"
"OTU6948","k__Fungi"
"OTU6949","k__Fungi; p__Ascomycota"
"OTU6946","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU6947","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified; s__Sordariales_sp_SH025105.07FU"
"OTU6944","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH193502.07FU"
"OTU6945","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__unidentified"
"OTU6942","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH006654.07FU"
"OTU6943","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia; s__Preussia_flanaganii_SH184180.07FU"
"OTU6940","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU6941","k__Fungi"
"OTU538","k__Fungi"
"OTU539","k__Fungi"
"OTU534","k__Fungi"
"OTU535","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU536","Unassignable"
"OTU537","k__Fungi"
"OTU530","k__Fungi"
"OTU531","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU532","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH221891.07FU"
"OTU533","k__Fungi"
"OTU4953","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__Glomeraceae_sp_SH176131.07FU"
"OTU5514","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"OTU3271","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"OTU3270","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Cuphophyllus; s__Cuphophyllus_sp_SH174971.07FU"
"OTU4957","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU4956","k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Tilletiopsis"
"OTU4955","k__Fungi"
"OTU3274","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Hygrophoropsidaceae; g__Hygrophoropsis"
"OTU3279","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__Guehomyces; s__Guehomyces_pullulans_SH212824.07FU"
"OTU4958","k__Fungi"
"OTU5044","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU5045","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"OTU5510","k__Fungi"
"OTU5043","k__Fungi"
"OTU7883","k__Fungi"
"OTU5512","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_chrysogenum_SH187717.07FU"
"OTU5041","k__Fungi"
"OTU390","k__Fungi"
"OTU391","k__Fungi"
"OTU392","k__Fungi"
"OTU393","k__Fungi"
"OTU394","k__Fungi"
"OTU395","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU396","k__Fungi"
"OTU397","k__Fungi"
"OTU398","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU"
"OTU399","k__Fungi"
"OTU3897","k__Fungi"
"OTU3896","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora"
"OTU3895","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Melanophyllum; s__Melanophyllum_haematospermum_SH018114.07FU"
"OTU3894","k__Fungi; p__Basidiomycota"
"OTU3893","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU3892","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_sacchariolens_SH197363.07FU"
"OTU3891","k__Fungi"
"OTU3890","k__Fungi"
"OTU6382","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Chrysosporium; s__Chrysosporium_sp_SH015538.07FU"
"OTU3899","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales"
"OTU3898","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales"
"OTU6831","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6384","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae"
"OTU6385","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6834","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Cercophora; s__Cercophora_sp_SH028047.07FU"
"OTU6387","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Diatrypaceae; g__Diatrype"
"OTU5195","k__Fungi"
"OTU7439","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH183333.07FU"
"OTU5448","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_viride_SH181342.07FU"
"OTU5449","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales"
"OTU5338","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Entrophospora; s__Entrophospora_sp_SH457588.07FU"
"OTU5339","k__Fungi; p__Ascomycota"
"OTU2118","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU5334","k__Fungi"
"OTU5335","k__Fungi"
"OTU5336","k__Fungi; p__Ascomycota"
"OTU5337","k__Fungi"
"OTU5446","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5447","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5444","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_alternatum_SH207981.07FU"
"OTU5445","k__Fungi"
"OTU1538","k__Fungi"
"OTU1539","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_exigua_SH214063.07FU"
"OTU1532","Unassignable"
"OTU1533","k__Fungi"
"OTU1530","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU"
"OTU1531","k__Fungi"
"OTU1536","k__Fungi"
"OTU1537","Unassignable"
"OTU1534","k__Fungi"
"OTU1535","k__Fungi"
"OTU7798","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH473065.07FU"
"OTU7799","k__Fungi"
"OTU7794","k__Fungi"
"OTU7795","k__Fungi"
"OTU7796","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7797","k__Fungi"
"OTU7790","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7791","k__Fungi"
"OTU7792","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7793","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Antennulariellaceae; g__Heteroconium; s__Heteroconium_sp_SH198136.07FU"
"OTU2111","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Tulasnellaceae"
"OTU2110","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Endogonales; f__Endogonaceae; g__Endogone"
"OTU7433","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU7432","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae"
"OTU7435","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Dactylaria; s__Dactylaria_dimorphospora_SH025283.07FU"
"OTU2114","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU2117","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Powellomyces; s__Powellomyces_sp_SH006449.07FU"
"OTU7436","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU4854","k__Fungi"
"OTU3479","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__unidentified; s__Spizellomycetaceae_sp_SH183315.07FU"
"OTU4318","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe; s__Conocybe_echinata_SH001654.07FU"
"OTU3471","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium"
"OTU3470","k__Fungi"
"OTU4313","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae"
"OTU3472","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH458148.07FU"
"OTU3475","k__Fungi"
"OTU4314","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae"
"OTU3477","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__unidentified"
"OTU3476","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__unidentified; g__unidentified"
"OTU4855","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU6449","k__Fungi; p__Ascomycota"
"OTU6448","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Coniochaeta; s__Coniochaeta_sp_SH191393.07FU"
"OTU6443","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6442","k__Fungi"
"OTU6441","k__Fungi"
"OTU6440","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__Verrucaria; s__Verrucaria_devensis_SH202825.07FU"
"OTU6447","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU6446","k__Fungi"
"OTU6445","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"OTU6444","k__Fungi"
"OTU4175","k__Fungi"
"OTU3782","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Psilocybe; s__Psilocybe_semilanceata_SH219739.07FU"
"OTU4101","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU3780","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora"
"OTU4171","k__Fungi"
"OTU4170","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH220362.07FU"
"OTU4173","k__Fungi"
"OTU4172","Unassignable"
"OTU2546","k__Fungi"
"OTU3789","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Bovista"
"OTU3788","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH184926.07FU"
"OTU4179","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified"
"OTU4178","k__Fungi"
"OTU7737","k__Fungi; p__Ascomycota"
"OTU3237","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae"
"OTU2788","k__Fungi"
"OTU2789","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"OTU2780","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp_SH484223.07FU"
"OTU2781","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae; g__unidentified; s__Stephanosporaceae_sp_SH215973.07FU"
"OTU2782","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"OTU2783","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified"
"OTU2784","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_sp_SH021559.07FU"
"OTU2785","k__Fungi"
"OTU2786","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"OTU2787","k__Fungi; p__Basidiomycota; c__Exobasidiomycetes"
"OTU2432","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_sp_SH021559.07FU"
"OTU2433","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH028868.07FU"
"OTU2430","k__Fungi"
"OTU7151","k__Fungi; p__Ascomycota"
"OTU7156","k__Fungi; p__Ascomycota"
